phylum;class;order;family;genus;species;specificEpithet;sex;sampleSizeValue;inTextReference;publicationYear;fullReference;body_mass;body_mass___units;body_mass___minimum;body_mass___maximum;body_mass___method;body_mass___comments;body_mass___metadata_comment;original_body_mass;original_body_mass___units;metabolic_rate;metabolic_rate___units;metabolic_rate___minimum;metabolic_rate___maximum;metabolic_rate___method;metabolic_rate___comments;metabolic_rate___metadata_comment;original_metabolic_rate;original_metabolic_rate___units;original_respiratoryQuotient;original_temperature;mass_specific_metabolic_rate;mass_specific_metabolic_rate___units;brain_size;brain_size___units;brain_size___minimum;brain_size___maximum;brain_size___method;brain_size___comments;brain_size___metadata_comment;original_brain_size;original_brain_size___units
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000771;kg;;;;DONTWARN:_checked_value_correct;;0.771;g;0.00165923095721794;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.26;(O2)_cm3/h;;23;2.15205052816853;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000332;kg;;;;DONTWARN:_checked_value_correct;;0.332;g;0.000765798903331357;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.12;(O2)_cm3/h;;23;2.30662320280529;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000399;kg;;;;DONTWARN:_checked_value_correct;;0.399;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_sp.;sp.;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;6.2e_05;kg;;;;DONTWARN:_checked_value_correct;;0.062;g;0.000957248629164196;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.15;(O2)_cm3/h;;23;15.4394940187774;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;9.1e_05;kg;;;;DONTWARN:_checked_value_correct;;0.091;g;0.000574349177498517;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.09;(O2)_cm3/h;;23;6.31152942306063;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;6.1e_05;kg;;;;DONTWARN:_checked_value_correct;;0.061;g;0.000191449725832839;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.03;(O2)_cm3/h;;23;3.13852009562031;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;8.8e_05;kg;;;;DONTWARN:_checked_value_correct;;0.088;g;0.000446716026943291;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.07;(O2)_cm3/h;;23;5.07631848799195;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000269;kg;;;;DONTWARN:_checked_value_correct;;0.269;g;0.000446716026943291;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.07;(O2)_cm3/h;;23;1.66065437525387;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hyperchirica;Hyperchirica_nausica;nausica;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000216;kg;;;;;;0.216;g;0.00114869835499703;W;;;not_specified;;measured_at_resting_and_active_state;0.18;(O2)_cm3/h;;23;5.31804793980109;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hyperchirica;Hyperchirica_nausica;nausica;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000183;kg;;;;;;0.183;g;0.000510532602220905;W;;;not_specified;;measured_at_resting_and_active_state;0.08;(O2)_cm3/h;;23;2.78979564055139;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Eacles;Eacles_imperialis;imperialis;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00112;kg;;;;;;1.12;g;0.00299937903804781;W;;;not_specified;;measured_at_resting_and_active_state;0.47;(O2)_cm3/h;;23;2.67801699825698;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Eacles;Eacles_imperialis;imperialis;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000838;kg;;;;;;0.838;g;0.00268029616165975;W;;;not_specified;;measured_at_resting_and_active_state;0.42;(O2)_cm3/h;;23;3.19844410699254;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Eacles;Eacles_imperialis;imperialis;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001357;kg;;;;;;1.357;g;0.00472242657054337;W;;;not_specified;;measured_at_resting_and_active_state;0.74;(O2)_cm3/h;;23;3.48004905714323;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Sphingicampa;Sphingicampa_quadrilineata;quadrilineata;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000818;kg;;;;;;0.818;g;0.00225272510729974;W;;;not_specified;;measured_at_resting_and_active_state;0.353;(O2)_cm3/h;;23;2.75394267396056;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Syssphinx;Syssphinx_molina;molina;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.002205;kg;;;;;;2.205;g;0.00455012181729381;W;;;not_specified;;measured_at_resting_and_active_state;0.713;(O2)_cm3/h;;23;2.0635473094303;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Syssphinx;Syssphinx_molina;molina;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001436;kg;;;;;;1.436;g;0.00328017196926931;W;;;not_specified;;measured_at_resting_and_active_state;0.514;(O2)_cm3/h;;23;2.28424231843267;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Syssphinx;Syssphinx_molina;molina;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00163;kg;;;;;;1.63;g;0.00620297111698399;W;;;not_specified;;measured_at_resting_and_active_state;0.972;(O2)_cm3/h;;23;3.80550375275091;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Adeloneivaia;Adeloneivaia_subungulata;subungulata;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000312;kg;;;;;;0.312;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Adeloneivaia;Adeloneivaia_subungulata;subungulata;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000487;kg;;;;;;0.487;g;0.00195278720349496;W;;;not_specified;;measured_at_resting_and_active_state;0.306;(O2)_cm3/h;;23;4.00982998664263;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Adeloneivaia;Adeloneivaia_boisduvalii;boisduvalii;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001648;kg;;;;;;1.648;g;0.00205489372393914;W;;;not_specified;;measured_at_resting_and_active_state;0.322;(O2)_cm3/h;;23;1.24690153151647;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Adeloneivaia;Adeloneivaia_boisduvalii;boisduvalii;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001381;kg;;;;;;1.381;g;0.00238673991538273;W;;;not_specified;;measured_at_resting_and_active_state;0.374;(O2)_cm3/h;;23;1.72826930874926;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Adeloneivaia;Adeloneivaia_boisduvalii;boisduvalii;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000802;kg;;;;;;0.802;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Adeloneivaia;Adeloneivaia_boisduvalii;boisduvalii;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000427;kg;;;;;;0.427;g;0.00204213040888362;W;;;not_specified;;measured_at_resting_and_active_state;0.32;(O2)_cm3/h;;23;4.78250681237381;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Adeloneivaia;Adeloneivaia_boisduvalii;boisduvalii;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000694;kg;;;;;;0.694;g;0.00134014808082987;W;;;not_specified;;measured_at_resting_and_active_state;0.21;(O2)_cm3/h;;23;1.93104910782403;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Adeloneivaia;Adeloneivaia_boisduvalii;boisduvalii;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00102;kg;;;;;;1.02;g;0.00165923095721794;W;;;not_specified;;measured_at_resting_and_active_state;0.26;(O2)_cm3/h;;23;1.62669701688033;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Rhescyntis;Rhescyntis_hippodamia;hippodamia;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001142;kg;;;;;;1.142;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Titaea;Titaea_tamerlan;tamerlan;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00107;kg;;;;;;1.07;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Rothschildea;Rothschildea_orizaba;orizaba;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000891;kg;;;;;;0.891;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Rothschildea;Rothschildea_orizaba;orizaba;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001132;kg;;;;;;1.132;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Rothschildea;Rothschildea_orizaba;orizaba;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001199;kg;;;;;;1.199;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Cossidae;Neocossus;Neocossus_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001737;kg;;;;;;1.737;g;0.00766437069084133;W;;;not_specified;;measured_at_resting_and_active_state;1.201;(O2)_cm3/h;;23;4.41241835972443;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Cossidae;Neocossus;Neocossus_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001607;kg;;;;;;1.607;g;0.00398215429732305;W;;;not_specified;;measured_at_resting_and_active_state;0.624;(O2)_cm3/h;;23;2.47800516323774;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Cossidae;Neocossus;Neocossus_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.003107;kg;;;;;;3.107;g;0.00467137331032128;W;;;not_specified;;measured_at_resting_and_active_state;0.732;(O2)_cm3/h;;23;1.50349961709729;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Cossidae;Neocossus;Neocossus_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000856;kg;;;;;;0.856;g;0.00171028421744003;W;;;not_specified;;measured_at_resting_and_active_state;0.268;(O2)_cm3/h;;23;1.99799558112153;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Cossidae;Neocossus;Neocossus_sp.;sp.;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001624;kg;;;;;;1.624;g;0.0017804824502454;W;;;not_specified;;measured_at_resting_and_active_state;0.279;(O2)_cm3/h;;23;1.09635618857476;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Cossidae;Neocossus;Neocossus_sp.;sp.;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001146;kg;;;;;;1.146;g;0.00318444710635289;W;;;not_specified;;measured_at_resting_and_active_state;0.499;(O2)_cm3/h;;23;2.7787496565034;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Cossidae;Neocossus;Neocossus_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001872;kg;;;;;;1.872;g;0.0033312252294914;W;;;not_specified;;measured_at_resting_and_active_state;0.522;(O2)_cm3/h;;23;1.7795006567796;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Cossidae;Neocossus;Neocossus_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.002224;kg;;;;;;2.224;g;0.00754311919781386;W;;;not_specified;;measured_at_resting_and_active_state;1.182;(O2)_cm3/h;;23;3.39169028678681;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Megalpygidae;Megalpyge;Megalpyge_sp.;sp.;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000218;kg;;;;;;0.218;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Megalpygidae;Megalpyge;Megalpyge_sp.;sp.;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000627;kg;;;;;;0.627;g;0.00164646764216242;W;;;not_specified;;measured_at_resting_and_active_state;0.258;(O2)_cm3/h;;23;2.62594520281087;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Notodontidae;Lirimiris;Lirimiris_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000564;kg;;;;;;0.564;g;0.0018634439981063;W;;;not_specified;;measured_at_resting_and_active_state;0.292;(O2)_cm3/h;;23;3.30397872004663;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Notodontidae;Hapigia;Hapigia_simplex;simplex;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000478;kg;;;;;;0.478;g;0.00167199427227346;W;;;not_specified;;measured_at_resting_and_active_state;0.262;(O2)_cm3/h;;23;3.49789596709929;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Notodontidae;Apetaloides;Apetaloides_firmiana;firmiana;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000169;kg;;;;;;0.169;g;0.000874287081303299;W;;;not_specified;;measured_at_resting_and_active_state;0.137;(O2)_cm3/h;;23;5.17329633907277;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Lasiocampidae;Euglyphis;Euglyphis_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;8.7e_05;kg;;;;;;0.087;g;0.000433952711887769;W;;;not_specified;;measured_at_resting_and_active_state;0.068;(O2)_cm3/h;;23;4.98796220560654;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Lasiocampidae;Artace;Artace_sp.;sp.;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000119;kg;;;;;;0.119;g;0.000268029616165975;W;;;not_specified;;measured_at_resting_and_active_state;0.042;(O2)_cm3/h;;23;2.25234971568046;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Lasiocampidae;Artace;Artace_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000141;kg;;;;;;0.141;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Lasiocampidae;Artace;Artace_sp.;sp.;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000145;kg;;;;;;0.145;g;0.000427571054360008;W;;;not_specified;;measured_at_resting_and_active_state;0.067;(O2)_cm3/h;;23;2.94876589213798;W/kg;;;;;;;;;
