phylum;class;order;family;genus;species;specificEpithet;sex;sampleSizeValue;inTextReference;publicationYear;fullReference;body_mass;body_mass___units;body_mass___minimum;body_mass___maximum;body_mass___method;body_mass___comments;body_mass___metadata_comment;original_body_mass;original_body_mass___units;metabolic_rate;metabolic_rate___units;metabolic_rate___minimum;metabolic_rate___maximum;metabolic_rate___method;metabolic_rate___comments;metabolic_rate___metadata_comment;original_metabolic_rate;original_metabolic_rate___units;original_respiratoryQuotient;original_temperature;mass_specific_metabolic_rate;mass_specific_metabolic_rate___units;brain_size;brain_size___units;brain_size___minimum;brain_size___maximum;brain_size___method;brain_size___comments;brain_size___metadata_comment;original_brain_size;original_brain_size___units
Chordata;Aves;Anseriformes;Anatidae;Dendrocygna;Dendrocygna_viduata;viduata;;7;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.0045584;kg;;;skull_filling;;;4.4;ml
Chordata;Aves;Anseriformes;Anatidae;Dendrocygna;Dendrocygna_viduata;viduata;;3;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00438228;kg;;;skull_filling;;;4.23;ml
Chordata;Aves;Anseriformes;Anatidae;Cygnus;Cygnus_olor;olor;;10;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.01536388;kg;;;skull_filling;;;14.83;ml
Chordata;Aves;Anseriformes;Anatidae;Cygnus;Cygnus_olor;olor;;4;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.0141932;kg;;;skull_filling;;;13.7;ml
Chordata;Aves;Anseriformes;Anatidae;Cygnus;Cygnus_atratus;atratus;;12;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.01273244;kg;;;skull_filling;;;12.29;ml
Chordata;Aves;Anseriformes;Anatidae;Cygnus;Cygnus_atratus;atratus;;8;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.0122766;kg;;;skull_filling;;;11.85;ml
Chordata;Aves;Anseriformes;Anatidae;Branta;Branta_canadensis;canadensis;;5;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.01174824;kg;;;skull_filling;;;11.34;ml
Chordata;Aves;Anseriformes;Anatidae;Branta;Branta_canadensis;canadensis;;4;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.01209012;kg;;;skull_filling;;;11.67;ml
Chordata;Aves;Anseriformes;Anatidae;Chloephaga;Chloephaga_melanoptera;melanoptera;;3;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00762496;kg;;;skull_filling;;;7.36;ml
Chordata;Aves;Anseriformes;Anatidae;Chloephaga;Chloephaga_melanoptera;melanoptera;;5;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00796684;kg;;;skull_filling;;;7.69;ml
Chordata;Aves;Anseriformes;Anatidae;Alopochen;Alopochen_aegyptiacus;aegyptiacus;;5;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00746956;kg;;;skull_filling;;;7.21;ml
Chordata;Aves;Anseriformes;Anatidae;Alopochen;Alopochen_aegyptiacus;aegyptiacus;;4;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00712768;kg;;;skull_filling;;;6.88;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_ferruginea;ferruginea;;8;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00586376;kg;;;skull_filling;;;5.66;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_ferruginea;ferruginea;;8;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00563584;kg;;;skull_filling;;;5.44;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_tadornoides;tadornoides;;10;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00615384;kg;;;skull_filling;;;5.94;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_tadornoides;tadornoides;;5;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00603988;kg;;;skull_filling;;;5.83;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_variegate;variegate;;9;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00573944;kg;;;skull_filling;;;5.54;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_variegate;variegate;;4;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00566692;kg;;;skull_filling;;;5.47;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_tadorna;tadorna;;10;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00506604;kg;;;skull_filling;;;4.89;ml
Chordata;Aves;Anseriformes;Anatidae;Tadorna;Tadorna_tadorna;tadorna;;6;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00469308;kg;;;skull_filling;;;4.53;ml
Chordata;Aves;Anseriformes;Anatidae;Callonetta;Callonetta_leucophrys;leucophrys;;4;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00308728;kg;;;skull_filling;;;2.98;ml
Chordata;Aves;Anseriformes;Anatidae;Callonetta;Callonetta_leucophrys;leucophrys;;4;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00283864;kg;;;skull_filling;;;2.74;ml
Chordata;Aves;Anseriformes;Anatidae;Chenonetta;Chenonetta_jubata;jubata;;10;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00422688;kg;;;skull_filling;;;4.08;ml
Chordata;Aves;Anseriformes;Anatidae;Chenonetta;Chenonetta_jubata;jubata;;3;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00397824;kg;;;skull_filling;;;3.84;ml
Chordata;Aves;Anseriformes;Anatidae;Hymenolaimus;Hymenolaimus_malacorhynchos;malacorhynchos;;6;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00583268;kg;;;skull_filling;;;5.63;ml
Chordata;Aves;Anseriformes;Anatidae;Hymenolaimus;Hymenolaimus_malacorhynchos;malacorhynchos;;4;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00496244;kg;;;skull_filling;;;4.79;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_gracilis;gracilis;;16;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00363636;kg;;;skull_filling;;;3.51;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_gracilis;gracilis;;2;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00363636;kg;;;skull_filling;;;3.51;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_castanea;castanea;;9;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00369852;kg;;;skull_filling;;;3.57;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_castanea;castanea;;5;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00365708;kg;;;skull_filling;;;3.53;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_querquedula;querquedula;;6;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00276612;kg;;;skull_filling;;;2.67;ml
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas_querquedula;querquedula;;5;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00277648;kg;;;skull_filling;;;2.68;ml
Chordata;Aves;Anseriformes;Anatidae;Aythya;Aythya_valisineria;valisineria;;11;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.0070448;kg;;;skull_filling;;;6.8;ml
Chordata;Aves;Anseriformes;Anatidae;Aythya;Aythya_valisineria;valisineria;;2;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00470344;kg;;;skull_filling;;;4.54;ml
Chordata;Aves;Anseriformes;Anatidae;Aythya;Aythya_americana;americana;;10;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00548044;kg;;;skull_filling;;;5.29;ml
Chordata;Aves;Anseriformes;Anatidae;Aythya;Aythya_americana;americana;;2;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00567728;kg;;;skull_filling;;;5.48;ml
Chordata;Aves;Anseriformes;Anatidae;Bucephala;Bucephala_clangula;clangula;;11;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00605024;kg;;;skull_filling;;;5.84;ml
Chordata;Aves;Anseriformes;Anatidae;Bucephala;Bucephala_clangula;clangula;;3;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00578088;kg;;;skull_filling;;;5.58;ml
Chordata;Aves;Anseriformes;Anatidae;Bucephala;Bucephala_islandica;islandica;;10;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00634032;kg;;;skull_filling;;;6.12;ml
Chordata;Aves;Anseriformes;Anatidae;Bucephala;Bucephala_islandica;islandica;;3;Guay_&_Iwaniuk,_2008;2008;Guay,_P._J.,_&_Iwaniuk,_A._N._(2008)._Captive_breeding_reduces_brain_volume_in_waterfowl_(Anseriformes)._The_Condor,_110(2),_276_284._doi:10.1525/cond.2008.8424;;;;;;;;;;;;;;;;;;;;;;;0.00607096;kg;;;skull_filling;;;5.86;ml
Chordata;Aves;Passeriformes;Eurylaimidae;Cymbirhynchus;Cymbirhynchus_macrorhynchus;macrorhynchus;;2;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0015;kg;;;skull_filling;;;1.5;g
Chordata;Aves;Passeriformes;Formicariidae;Chamaeza;Chamaeza_campanisona;campanisona;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0019;kg;;;skull_filling;;;1.9;g
Chordata;Aves;Passeriformes;Cotingidae;Pyroderus;Pyroderus_scutatus;scutatus;;2;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.00445;kg;;;skull_filling;;;4.45;g
Chordata;Aves;Passeriformes;Tyrannidae;Colonia;Colonia_colonus;colonus;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0013;kg;;;skull_filling;;;1.3;g
Chordata;Aves;Passeriformes;Contingidae;Phytotoma;Phytotoma_rara;rara;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0012;kg;;;skull_filling;;;1.2;g
Chordata;Aves;Passeriformes;Menuridae;Menura;Menura_novaehollandiae;novaehollandiae;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;0.91;kg;;;;;;910;g;;;;;;;;;;;;;;0.0105;kg;;;skull_filling;;;10.5;g
Chordata;Aves;Passeriformes;Leiothrichidae;Garrulax;Garrulax_leucolophus;leucolophus;;2;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.00255;kg;;;skull_filling;;;2.55;g
Chordata;Aves;Passeriformes;Artamidae;Gymnorhina;Gymnorhina_tibicen;tibicen;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0041;kg;;;skull_filling;;;4.1;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_albus;albus;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0105;kg;;;skull_filling;;;10.5;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_ruficollis;ruficollis;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0105;kg;;;skull_filling;;;10.5;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_albicollis;albicollis;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.012;kg;;;skull_filling;;;12;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_abyssinicus;abyssinicus;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0145;kg;;;skull_filling;;;14.5;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_capensis;capensis;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.008;kg;;;skull_filling;;;8;g
Chordata;Aves;Passeriformes;Corvidae;Urocissa;Urocissa_erythrorhyncha;erythrorhyncha;;4;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0038;kg;;;skull_filling;;;3.8;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_chrysops;chrysops;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0043;kg;;;skull_filling;;;4.3;g
Chordata;Aves;Passeriformes;Corvidae;Dendrocitta;Dendrocitta_cinerascense;cinerascense;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.0028;kg;;;skull_filling;;;2.8;g
Chordata;Aves;Passeriformes;Corvidae;Cyanopica;Cyanopica_cyanus;cyanus;;1;Mlíkovský,_1990;1990;Mlíkovský,_J._(1990)._Brain_size_in_birds:_4._Passeriformes._Acta_Soc_Zool_Bohem,_54,_27_37.;;;;;;;;;;;;;;;;;;;;;;;0.003;kg;;;skull_filling;;;3;g
Chordata;Aves;Passeriformes;Corvidae;Pica;Pica_nuttalli;nuttalli;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.16;kg;;;;;;160;g;;;;;;;;;;;;;;0.0043;kg;;;skull_filling;;;4.3;g
Chordata;Aves;Passeriformes;Corvidae;Ptilostomus;Ptilostomus_afer;afer;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.13;kg;;;;;;130;g;;;;;;;;;;;;;;0.0029;kg;;;skull_filling;;;2.9;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_crassirostris;crassirostris;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.014;kg;;;skull_filling;;;14;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_rhipidurus;rhipidurus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.745;kg;;;;;;745;g;;;;;;;;;;;;;;0.0094;kg;;;skull_filling;;;9.4;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_cryptoleucus;cryptoleucus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.535;kg;;;;;;535;g;;;;;;;;;;;;;;0.0087;kg;;;skull_filling;;;8.7;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_torquatus;torquatus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.008;kg;;;skull_filling;;;8;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_caurinus;caurinus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.39;kg;;;;;;390;g;;;;;;;;;;;;;;0.007;kg;;;skull_filling;;;7;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_ossifragus;ossifragus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.285;kg;;;;;;285;g;;;;;;;;;;;;;;0.0067;kg;;;skull_filling;;;6.7;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_imparatus;imparatus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0044;kg;;;skull_filling;;;4.4;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_palmarum;palmarum;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.29;kg;;;;;;290;g;;;;;;;;;;;;;;0.0059;kg;;;skull_filling;;;5.9;g
